id,name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
21566087,Rental unit in Port Fairy  4.88  2  2  1 bath,Moyne,-38.38458,142.24079,Entire home/apt,691.0,1,196,2.71,9,233,53
21566386,Home in Ocean Grove  4.67  3  4  2,Greater Geelong,-38.26007,144.5462,Entire home/apt,348.0,3,76,1.04,1,149,16
21566656,Rental unit in Port Fairy  4.76  3  4  1 bath,Moyne,-38.38695,142.23723,Entire home/apt,506.0,1,128,1.89,9,213,30
21571479,Guesthouse in Aireys Inlet  4.94  Studio  1 bed  1 bath,Surf Coast,-38.46356964111328,144.10459899902344,Entire home/apt,236.0,2,54,0.74,2,249,13
21573864,Rental unit in Port Fairy  4.25  1 bedroom  1 bed  1 bath,Moyne,-38.39148,142.22523,Entire home/apt,267.0,1,4,0.2,97,135,3
21573883,Home in Port Fairy  4.38  4  7  2,Moyne,-38.38253,142.23957,Entire home/apt,348.0,1,16,0.22,97,145,6
21573904,Home in Port Fairy  4.50  3  5  1 bath,Moyne,-38.38237,142.23558,Entire home/apt,255.0,1,12,0.17,97,142,3
21573917,Home in Port Fairy  4.67  2  4  1 bath,Moyne,-38.38307,142.23943,Entire home/apt,218.0,1,12,0.17,97,99,0
21573929,Cottage in Port Fairy  4.40  3  6  2,Moyne,-38.38667,142.23854,Entire home/apt,381.0,1,5,0.07,97,129,1
21574011,Rental unit in Port Fairy  4.62  3  3  2,Moyne,-38.38106,142.23981,Entire home/apt,196.0,1,37,0.52,97,101,10
21586530,Home in Barwon Heads  5.0  4  5  2,Greater Geelong,-38.27677,144.48407,Entire home/apt,691.0,3,10,0.14,1,251,0
21611127,Home in Apollo Bay  4.83  1 bedroom  1 bed  1 bath,Colac Otway,-38.78028,143.6335,Entire home/apt,200.0,2,148,5.13,2,127,61
21626007,Home in Australia  4.64  3  3  1 bath,Moyne,-38.36733,142.2333,Entire home/apt,336.0,3,50,0.69,1,338,0
21636326,Home in Moggs Creek  4.50  3  6  1 bath,Surf Coast,-38.46623,144.06445,Entire home/apt,400.0,2,68,0.92,2,330,6
21637370,Rental unit in Drysdale  4.95  2  6  1 bath,Greater Geelong,-38.17714,144.57343,Entire home/apt,135.0,2,326,4.4,1,305,37
21648395,Home in East Geelong  4.92  3  4  1.5,Greater Geelong,-38.15608,144.37984,Entire home/apt,301.0,4,86,1.16,3,89,8
21650105,Home in Lorne  4.83  3  5  2,Surf Coast,-38.52495,143.98259,Entire home/apt,631.0,5,6,0.08,1,49,3
21653702,Cottage in Port Fairy  4.84  3  3  1 bath,Moyne,-38.38215,142.23384,Entire home/apt,370.0,3,19,0.26,2,326,1
21683486,Home in Port Fairy  4.79  4  6  2,Moyne,-38.38638,142.22532,Entire home/apt,252.0,2,14,0.21,112,81,6
21703505,Home in Apollo Bay  4.89  3  5  1.5,Colac Otway,-38.75182,143.66373,Entire home/apt,175.0,2,301,4.09,1,248,46
21716740,Townhouse in Torquay  4.92  3  6  2.5,Surf Coast,-38.30971,144.34703,Entire home/apt,650.0,2,39,0.53,1,329,7
21717424,Home in Port Fairy  4.42  3  4  1 bath,Moyne,-38.39144,142.22421,Entire home/apt,202.0,2,19,0.31,112,138,3
21729378,Home in Anglesea  4.87  3  7  1.5,Surf Coast,-38.41305,144.17745,Entire home/apt,351.0,2,89,1.23,1,48,10
21730061,Home in Skenes Creek  4.88  3  4  2,Colac Otway,-38.72251,143.71622,Entire home/apt,549.0,3,50,0.71,1,167,4
21732192,Guesthouse in Sugarloaf  4.25  1 bedroom  2  2 shared,Colac Otway,-38.69487,143.80373,Private room,295.0,1,77,1.03,26,60,8
21739207,Guesthouse in Sugarloaf  4.61  1 bedroom  1 bed  2 shared,Colac Otway,-38.69487,143.80373,Private room,309.0,1,84,1.13,26,57,3
21753707,Townhouse in Torquay  4.82  3  3  1.5,Surf Coast,-38.3361668,144.3187511,Entire home/apt,534.0,2,60,0.81,153,156,19
21753952,Home in Apollo Bay  4.79  4  7  2,Colac Otway,-38.75214,143.66057,Entire home/apt,320.0,2,78,1.07,1,226,12
21771885,Home in Belmont  4.42  4  4  2,Greater Geelong,-38.18442,144.34695,Entire home/apt,539.0,2,24,0.33,136,333,1
21788527,Home in Port Fairy  4.87  3  4  1 bath,Moyne,-38.38448,142.23806,Entire home/apt,293.0,2,15,0.23,112,126,3
21802807,Home in Lorne  4.30  3  5  3,Surf Coast,-38.53377151489258,143.9709930419922,Entire home/apt,1160.0,2,23,0.32,30,287,4
21802816,Home in Lorne  4.50  4  6  2,Surf Coast,-38.5252,143.98421,Entire home/apt,935.0,2,20,0.28,30,264,2
21802819,Townhouse in Lorne  4.19  3  6  2,Surf Coast,-38.5428,143.97234,Entire home/apt,715.0,7,26,0.36,30,315,2
21802838,Home in Lorne  4.67  2  3  1 bath,Surf Coast,-38.52353,143.98072,Entire home/apt,324.0,2,69,0.99,30,0,9
21802845,Home in Lorne  3  5  2,Surf Coast,-38.51646,143.98682,Entire home/apt,690.0,7,1,0.02,30,14,0
21802853,Rental unit in Lorne  3.67  2  4  2,Surf Coast,-38.53803,143.97435,Entire home/apt,440.0,2,6,0.17,30,314,2
21802858,Home in Lorne  4.26  4  6  2,Surf Coast,-38.53646,143.96927,Entire home/apt,730.0,2,19,0.32,30,300,4
21802876,Home in Lorne  4.73  4  8  2,Surf Coast,-38.54505,143.97285,Entire home/apt,510.0,2,14,0.28,30,0,2
21803319,Home in Point Lonsdale  4.83  2  5  1 bath,Queenscliffe,-38.27493,144.6145,Entire home/apt,220.0,2,24,0.32,1,137,1
21804874,Home in Torquay  4.93  3  4  2,Surf Coast,-38.31903,144.33929,Entire home/apt,380.0,2,85,1.17,1,319,12
21807088,Townhouse in Torquay  4.89  3  4  2,Surf Coast,-38.31804,144.33824,Entire home/apt,661.0,2,88,1.2,153,249,11
21810643,Home in Anglesea  4.38  3  4  1 bath,Surf Coast,-38.40814779999999,144.1684891,Entire home/apt,720.0,2,8,0.12,1,343,0
21829064,Cabin in Skenes Creek North  4.98  2  2  1.5,Colac Otway,-38.69402,143.72199,Entire home/apt,434.0,2,250,3.37,2,0,14
21867339,Home in Port Fairy  4.83  3  4  3,Moyne,-38.3730991,142.2475073,Entire home/apt,599.0,1,12,0.17,97,123,2
21867340,Rental unit in Port Fairy  4.43  1 bedroom  1 bed  1 bath,Moyne,-38.3731,142.24751,Entire home/apt,413.0,1,7,0.1,97,124,1
21884520,Townhouse in Belmont  4.55  3  3  1 bath,Greater Geelong,-38.17084,144.33839,Entire home/apt,174.0,2,346,4.74,1,301,36
21884944,Home in Jan Juc  4.71  4  4  2,Surf Coast,-38.33998,144.29802,Entire home/apt,775.0,2,200,2.7,67,91,7
21903028,Condo in Torquay  4.90  3  4  2,Surf Coast,-38.30919,144.34735,Entire home/apt,595.0,2,10,0.14,12,190,1
21936421,Home in Skenes Creek  4.75  3  4  1.5,Colac Otway,-38.7226203,143.715945,Entire home/apt,467.0,2,20,0.3,587,345,0
21937903,Home in Portarlington  4.89  3  6  1.5,Greater Geelong,-38.11716,144.66239,Entire home/apt,281.0,2,65,0.9,1,229,0
21938182,Home in Moggs Creek  4.89  3  6  1 bath,Surf Coast,-38.46616,144.06873,Entire home/apt,450.0,3,28,0.39,1,348,5
21939535,Home in Ocean Grove  4.67  4  10  2.5,Greater Geelong,-38.26325,144.53527,Entire home/apt,999.0,2,43,0.59,1,355,2
21940626,Home in Torquay  4.93  3  3  2,Surf Coast,-38.31834,144.3154,Entire home/apt,536.0,4,15,0.21,1,50,1
21946994,Home in Lorne  4.29  3  4  1.5,Surf Coast,-38.52086,143.98748,Entire home/apt,650.0,3,17,0.23,1,362,2
21967134,Rental unit in Bolwarra  4.77  2  4  1 bath,Glenelg,-38.25621,141.61633,Entire home/apt,120.0,3,69,0.94,2,172,8
21967617,Guest suite in Ocean Grove  4.89  2  4  1 bath,Greater Geelong,-38.26346,144.54152,Entire home/apt,343.0,1,451,6.2,2,139,92
21996687,Home in Point Lonsdale  4.53  4  7  3,Greater Geelong,-38.28542,144.60205,Entire home/apt,1054.0,1,19,0.27,58,310,1
22005002,Home in Torquay  5.0  4  5  2,Surf Coast,-38.32454,144.31314,Entire home/apt,650.0,4,14,0.19,1,166,2
22023546,Home in Torquay  4.95  4  5  2,Surf Coast,-38.32772,144.30967,Entire home/apt,1007.0,1,447,6.08,1,331,101
22063084,Home in Warrnambool  4.96  2  3  1.5,Warrnambool,-38.38842,142.49123,Entire home/apt,236.0,4,28,0.39,1,156,4
22065604,Home in Timboon  4.90  2  3  1 bath,Corangamite,-38.48623,142.97932,Entire home/apt,331.0,2,279,3.94,1,155,52
22069022,Home in Victoria  4.38  2  2  1 bath,Greater Geelong,-38.27845,144.48379,Entire home/apt,500.0,3,24,0.34,123,328,12
22070063,Farm stay in Torquay  5.0  3  3  2,Surf Coast,-38.29599,144.3323,Entire home/apt,653.0,2,16,0.22,3,46,7
22085593,Home in Port Campbell  5.0  4  7  2,Corangamite,-38.62062,142.99883,Entire home/apt,943.0,1,8,0.11,3,141,1
22108798,Home in Torquay  4.46  3  3  2,Surf Coast,-38.30154,144.33319,Entire home/apt,175.0,2,93,1.28,1,0,21
22111129,Home in Portland North  4.90  4  5  2.5,Glenelg,-38.31428,141.59963,Entire home/apt,553.0,1,147,2.03,4,9,18
22113882,Home in Ocean Grove  4.88  4  5  2.5,Greater Geelong,-38.27075,144.52292,Entire home/apt,294.0,3,120,1.64,1,271,22
22123796,Home in Torquay  4.89  5  7  4,Surf Coast,-38.33444,144.32379,Entire home/apt,1093.0,2,47,0.66,136,321,8
22127658,Cottage in Port Fairy  4.33  1 bedroom  1 bed  1 bath,Moyne,-38.39226,142.21083,Entire home/apt,245.0,1,3,0.04,97,106,1
22127717,Rental unit in Port Fairy  2  4  2,Moyne,-38.37273,142.24674,Entire home/apt,490.0,1,1,0.06,97,138,0
22128278,Home in Port Fairy  4  8  3,Moyne,-38.38151,142.24213,Entire home/apt,545.0,1,1,0.03,97,141,0
22128569,Cottage in Port Fairy  3.95  2  3  1 bath,Moyne,-38.3803,142.23403,Entire home/apt,174.0,1,20,0.28,97,118,4
22167172,Guest suite in Jan Juc  4.97  1 bedroom  1 bed  1.5,Surf Coast,-38.34632,144.30106,Entire home/apt,121.0,2,36,0.49,1,108,5
22179824,Townhouse in Jan Juc  4.50  2  3  1 bath,Surf Coast,-38.33984,144.29174,Entire home/apt,173.0,4,12,0.17,2,69,0
22182834,Home in Portland  5.0  2  3  1.5,Glenelg,-38.32924,141.60259,Entire home/apt,261.0,2,201,2.75,2,61,28
22197731,Home in Port Fairy  4.76  3  4  2,Moyne,-38.37615,142.24515,Entire home/apt,519.0,2,17,0.24,112,140,3
22213090,Rental unit in Port Campbell  4.88  2  2  1 bath,Corangamite,-38.62159,142.99469,Entire home/apt,675.0,1,89,1.35,17,343,24
22226380,Cottage in Lorne  4.96  1 bedroom  1 bed  1 bath,Surf Coast,-38.5245,143.93801,Entire home/apt,325.0,2,176,2.41,1,0,25
22229016,Home in Saint Leonards  4.68  2  4  1 bath,Greater Geelong,-38.184307,144.663071,Entire home/apt,299.0,2,22,0.3,64,341,2
22255927,Home in Clifton Springs  4.61  3  7  1 bath,Greater Geelong,-38.14887,144.573,Entire home/apt,323.0,1,171,2.34,1,143,25
22296098,Home in Indented Head  4.40  4  5  3,Greater Geelong,-38.13376,144.7053,Entire home/apt,401.0,2,20,0.28,5,356,4
22296290,Home in Anglesea  5  5  2,Surf Coast,-38.41404,144.1696,Entire home/apt,800.0,7,1,0.01,1,82,0
22297059,Home in Indented Head  4.13  4  5  3,Greater Geelong,-38.13242,144.70522,Entire home/apt,380.0,3,8,0.11,5,3,0
22297343,Villa in Drysdale  4.86  Studio  1 bed  1 bath,Greater Geelong,-38.16045,144.58959,Entire home/apt,250.0,2,37,0.51,3,339,11
22299083,Home in Apollo Bay  4.95  4  5  2,Colac Otway,-38.74529,143.66948,Entire home/apt,371.0,2,66,0.91,10,171,5
22309176,Home in Port Fairy  4.81  2  4  2.5,Moyne,-38.38562,142.23655,Entire home/apt,368.0,1,27,0.37,1,26,0
22317738,Rental unit in Portland  4.61  2  6  2.5,Glenelg,-38.34938,141.60155,Entire home/apt,450.0,1,33,0.47,3,347,5
22345181,Cottage in Bells Beach  4.90  2  3  1 bath,Surf Coast,-38.36251449584961,144.25082397460938,Entire home/apt,329.0,1,150,2.05,3,354,37
22345331,Home in Mount Duneed  4.13  3  3  2,Greater Geelong,-38.226505,144.334106,Entire home/apt,569.0,2,8,0.14,136,357,0
22347920,Home in Penshurst  4.96  3  4  1 bath,Southern Grampians,-37.8747,142.2905,Entire home/apt,250.0,1,211,2.89,1,162,46
22358432,Home in Portarlington  4.73  3  4  2,Greater Geelong,-38.114864,144.66507,Entire home/apt,318.0,2,33,0.45,64,340,2
22360757,Home in Lorne  4.92  3  6  3,Surf Coast,-38.54451,143.97461,Entire home/apt,950.0,2,12,0.17,30,308,0
22376268,Home in Torquay  4.50  4  4  2,Surf Coast,-38.30616,144.35029,Entire home/apt,668.0,2,6,0.1,136,354,0
22388501,Place to stay in Marengo  4.54  2  3  1 bath,Colac Otway,-38.7777,143.66046,Entire home/apt,524.0,1,28,0.46,14,19,5
22399643,Home in Ocean Grove  4  4  2.5,Greater Geelong,-38.26232,144.51333,Entire home/apt,800.0,4,1,0.02,12,36,0
22403365,Rental unit in Warrnambool  4.80  Studio  1 bed  1 bath,Warrnambool,-38.38434,142.48345,Entire home/apt,177.0,1,492,6.75,5,75,92
22412665,Tent in Nelson  4.82  1 bed  1 bath,Glenelg,-38.04955,141.0067,Entire home/apt,80.0,1,78,1.08,3,332,15
22423370,Home in Ocean Grove  5.0  3  4  1.5,Greater Geelong,-38.26591,144.54574,Entire home/apt,543.0,3,38,0.52,1,6,1
22474762,Home in Aireys Inlet  4.66  4  7  2,Surf Coast,-38.45657,144.10944,Entire home/apt,330.0,2,44,0.61,1,52,7
22486043,Home in Apollo Bay  4.96  3  3  2.5,Colac Otway,-38.74793,143.66504,Entire home/apt,400.0,1,647,8.95,1,296,84
22508011,Home in Portland  4.69  1 bedroom  1 bed  1 private bath,Glenelg,-38.33425,141.60139,Private room,71.0,2,32,0.47,5,85,14
22508137,Home in Wye River  4.93  2  2  1.5,Colac Otway,-38.63158,143.88628,Entire home/apt,400.0,2,335,4.61,1,0,52
22508671,Home in Forrest  4.99  4  4  1 bath,Colac Otway,-38.51552,143.70963,Entire home/apt,350.0,2,128,1.78,1,188,29
22508824,Guest suite in Torquay  4.87  2  2  1 private bath,Surf Coast,-38.31872,144.3299,Private room,159.0,2,327,4.61,1,244,36
22516271,Home in Geelong  4.59  3  3  1 bath,Greater Geelong,-38.15157,144.36958,Entire home/apt,170.0,2,222,3.06,2,315,50
22572748,Home in Portland  4.70  1 bedroom  1 bed  1.5,Glenelg,-38.33284,141.60194,Private room,97.0,1,86,1.19,5,76,28
22573153,Home in Portland  3.86  1 bedroom  1 bed  0 shared,Glenelg,-38.33268,141.60215,Private room,70.0,2,14,0.19,5,174,2
22587392,Loft in Ocean Grove  4.76  Studio  1 bed  2,Greater Geelong,-38.25554,144.51747,Entire home/apt,98.0,2,123,2.1,1,43,34
22604787,Home in Barwon Heads  4.98  3  4  2.5,Greater Geelong,-38.27896,144.48674,Entire home/apt,447.0,2,59,0.82,1,27,11
22622293,Home in Port Campbell  4.91  4  5  2,Corangamite,-38.62072,142.99557,Entire home/apt,1062.0,1,312,4.36,10,239,73
22658781,Rental unit in Port Fairy  4.92  3  3  1 bath,Moyne,-38.3855,142.23959,Entire home/apt,729.0,1,12,0.18,3,89,2
22670958,Home in Barwon Heads  4.98  4  6  2.5,Greater Geelong,-38.28225,144.48754,Entire home/apt,450.0,2,83,1.16,1,233,9
22675531,Rental unit in Apollo Bay  4.71  2  4  2,Colac Otway,-38.75983,143.67232,Entire home/apt,610.0,2,197,2.72,36,311,33
22676234,Farm stay in Coragulac  4.77  2  3  1 bath,Colac Otway,-38.25833,143.52457,Entire home/apt,245.0,1,121,1.7,2,346,8
22680989,Guest suite in Ocean Grove  4.69  2  3  1 bath,Greater Geelong,-38.26562,144.51483,Entire home/apt,185.0,2,61,0.84,1,338,5
22692079,Rental unit in Queenscliff  4.93  4  4  2,Queenscliffe,-38.26761,144.661,Entire home/apt,667.0,1,15,0.21,58,318,1
22703965,Home in Fairhaven  4.84  4  5  2,Surf Coast,-38.46503,144.08274,Entire home/apt,514.0,2,57,0.89,1,148,1
22709175,Home in Ocean Grove  4.79  3  3  2,Greater Geelong,-38.26197,144.51722,Entire home/apt,400.0,2,39,0.55,1,341,4
22733259,Townhouse in Anglesea  4.45  2  4  1.5,Surf Coast,-38.42061,144.17518,Entire home/apt,230.0,2,20,0.34,587,150,0
22738065,Home in Jan Juc  4.86  1 bedroom  5  2,Surf Coast,-38.34355,144.29397,Entire home/apt,786.0,2,7,0.19,1,199,0
22752912,Home in Port Fairy  4.60  4  5  2,Moyne,-38.3912,142.226,Entire home/apt,721.0,1,43,0.6,97,124,9
22755408,Home in Torquay  4.93  3  4  1 bath,Surf Coast,-38.31761,144.34303,Entire home/apt,358.0,2,81,1.15,1,146,11
22772672,Home in Portarlington  4.50  3  4  1 bath,Greater Geelong,-38.118038,144.651047,Entire home/apt,300.0,2,16,0.23,64,356,2
22776067,Home in Queenscliff  4.63  1 bedroom  1 bed  1 bath,Queenscliffe,-38.26755,144.66081,Entire home/apt,263.0,1,16,0.23,58,332,0
22777054,Rental unit in Warrnambool  4.70  Studio  1 bed  1 bath,Warrnambool,-38.38488,142.48309,Entire home/apt,160.0,1,437,6.09,4,0,72
22796181,Rental unit in Geelong  4.92  2  2  1 bath,Greater Geelong,-38.13456,144.35572,Entire home/apt,211.0,3,184,2.56,1,55,28
22801576,Home in Ocean Grove  4.62  1 bedroom  1 bed  1 shared bath,Greater Geelong,-38.25864791870117,144.52793884277344,Private room,120.0,1,69,0.96,3,360,9
22813697,Home in Bolwarra  4.89  3  6  1 bath,Glenelg,-38.30956,141.60688,Entire home/apt,285.0,1,57,0.83,1,333,4
22816316,Home in Queenscliff  4.80  4  6  3,Queenscliffe,-38.27148,144.63206,Entire home/apt,982.0,1,10,0.2,58,15,1
22816435,Home in Point Lonsdale  4.50  2  5  2,Queenscliffe,-38.28038,144.61494,Entire home/apt,574.0,1,4,0.06,58,313,1
22816859,Home in Queenscliff  4.91  3  4  2,Queenscliffe,-38.27028,144.65317,Entire home/apt,503.0,1,11,0.19,58,207,1
22818888,Rental unit in Allestree  4.87  3  3  1 bath,Glenelg,-38.27942,141.65779,Entire home/apt,162.0,4,117,1.65,1,60,11
22822326,Bungalow in Connewarre  4.84  2  3  1 bath,Greater Geelong,-38.25582,144.40651,Entire home/apt,160.0,2,283,3.93,1,0,42
22834669,Home in Port Campbell  4.82  3  4  1 bath,Corangamite,-38.62077,143.00011,Entire home/apt,621.0,1,400,5.67,10,0,82
22889074,Home in Lorne  4.60  3  4  1 bath,Surf Coast,-38.53155,143.97602,Entire home/apt,353.0,2,10,0.18,587,143,0
22891029,Home in Apollo Bay  4.87  2  2  1 bath,Colac Otway,-38.75499,143.66199,Entire home/apt,400.0,2,102,1.6,10,101,12
22895234,Home in Ocean Grove  4.79  4  6  2,Greater Geelong,-38.25537,144.51337,Entire home/apt,575.0,3,19,0.27,1,286,3
22910918,Rental unit in Portland  4.66  2  3  1 bath,Glenelg,-38.34954,141.60254,Entire home/apt,250.0,1,85,1.26,3,350,9
22911129,Home in Apollo Bay  4.99  5  11  2.5,Colac Otway,-38.74551,143.67003,Entire home/apt,629.0,2,75,1.07,10,17,3
22945460,Home in Point Lonsdale  4.85  3  3  2,Queenscliffe,-38.27555,144.61977,Entire home/apt,579.0,1,13,0.19,58,331,1
22960684,Home in Lorne  4  5  2,Surf Coast,-38.53601,143.96842,Entire home/apt,700.0,2,1,0.02,1,236,0
22988619,Home in Geelong  4.65  1 bedroom  1 bed  1.5 shared,Greater Geelong,-38.15203,144.36183,Private room,45.0,4,133,1.85,42,146,14
23006703,Home in Wongarra  4.96  3  5  2,Colac Otway,-38.698,143.78908,Entire home/apt,248.0,2,26,0.39,587,111,3
23006931,Hostel in Port Campbell  4.11  1 bedroom  1 bed  0 shared,Corangamite,-38.61942,142.99596,Hotel room,80.0,1,27,0.38,6,0,0
23009937,Home in Ocean Grove  4.95  2  3  1.5,Greater Geelong,-38.26364,144.54446,Entire home/apt,489.0,1,578,8.07,1,55,89
23021294,Rental unit in Geelong  4.94  2  3  2,Greater Geelong,-38.14388,144.35557,Entire home/apt,154.0,2,592,8.24,2,289,80
23028297,Guesthouse in Warrnambool  4.90  Studio  1 bed  1 bath,Warrnambool,-38.38588,142.503,Entire home/apt,110.0,2,104,1.47,1,309,26
23042666,Rental unit in Geelong  4.70  2  3  2,Greater Geelong,-38.1434,144.35593,Entire home/apt,149.0,2,105,1.47,42,0,18
23047940,Cabin in Glenaire  4.69  1 bedroom  2  1.5,Colac Otway,-38.77411,143.50973,Entire home/apt,229.0,1,458,6.97,2,333,86
23060481,Cottage in Port Fairy  4.98  2  2  1 bath,Moyne,-38.37651,142.22718,Entire home/apt,280.0,2,49,0.7,3,284,9
23062401,Rental unit in Geelong  4.51  1 bedroom  1 bed  2 shared,Greater Geelong,-38.15207,144.36188,Private room,38.0,2,160,2.24,42,327,21
23062918,Rental unit in Apollo Bay  4.61  1 bedroom  1 bed  1 bath,Colac Otway,-38.75983,143.67232,Entire home/apt,369.0,2,157,2.21,36,0,41
23079664,Townhouse in Portarlington  4.62  3  4  3,Greater Geelong,-38.11921,144.66631,Entire home/apt,450.0,2,21,0.31,1,339,0
23096627,Bungalow in Belmont  4.81  2  2  1.5,Greater Geelong,-38.18379,144.3486,Entire home/apt,404.0,2,145,2.03,25,349,18
23115343,Guesthouse in Lorne  4.80  1 bedroom  1 bed  1 bath,Surf Coast,-38.54333,143.97201,Entire home/apt,325.0,2,74,1.04,2,229,10
23127621,Home in Queenscliff  4.32  3  4  1 bath,Queenscliffe,-38.27053,144.64606,Entire home/apt,319.0,2,22,0.31,96,137,0
23128422,Home in Queenscliff  4.85  4  5  4,Queenscliffe,-38.27143,144.64464,Entire home/apt,915.0,1,20,0.3,58,295,4
23150336,Home in Queenscliff  4.81  3  5  2,Queenscliffe,-38.2702,144.62897,Entire home/apt,538.0,1,36,0.51,58,326,0
23152046,Cabin in Paraparap  5.0  1 bedroom  1 bed  1 bath,Surf Coast,-38.29485,144.19327,Entire home/apt,200.0,2,60,0.85,1,300,9
23153232,Home in Geelong  4.79  3  3  2.5,Greater Geelong,-38.15186,144.36878,Entire home/apt,227.0,2,109,1.53,42,326,19
23193909,Home in Apollo Bay  4.43  3  6  1 bath,Colac Otway,-38.74950027,143.66000366,Entire home/apt,631.0,2,40,0.56,65,165,1
23208388,Guesthouse in Torquay  4.96  1 bedroom  1 bed  1 bath,Surf Coast,-38.29933,144.3352,Entire home/apt,221.0,2,108,1.78,1,16,43
23218849,Home in Torquay  4.94  3  7  2.5,Surf Coast,-38.32623,144.30957,Entire home/apt,1121.0,2,36,0.51,1,249,7
23235908,Home in Barwon Heads  4.77  4  7  2,Greater Geelong,-38.28213,144.49222,Entire home/apt,835.0,2,26,0.42,40,340,12
23258990,Villa in Port Fairy  4.92  2  3  1 bath,Moyne,-38.38226,142.23441,Entire home/apt,357.0,2,157,2.23,1,5,28
23278389,Home in Port Fairy  4.91  3  4  2,Moyne,-38.38697,142.24027,Entire home/apt,508.0,2,11,0.32,112,135,1
23279031,Home in Port Fairy  4.89  4  5  2,Moyne,-38.37661,142.24486,Entire home/apt,518.0,2,18,0.26,112,88,6
23292848,Home in Port Fairy  4  7  2,Moyne,-38.38768,142.24301,Entire home/apt,1052.0,2,1,0.1,112,145,1
23293230,Home in Port Fairy  4.57  3  4  1 bath,Moyne,-38.38992,142.22198,Entire home/apt,277.0,2,30,0.43,112,153,5
23293821,Home in Port Fairy  4.71  3  4  2,Moyne,-38.38855,142.23964,Entire home/apt,291.0,2,7,0.11,112,116,0
23294014,Home in Port Fairy  4.33  2  3  1 bath,Moyne,-38.38126,142.23348,Entire home/apt,224.0,2,9,0.17,112,156,3
23295027,Home in Anglesea  4.57  4  5  2,Surf Coast,-38.427956,144.174698,Entire home/apt,675.0,3,7,0.11,113,346,1
23295324,Home in Apollo Bay  4.96  3  6  2,Colac Otway,-38.75263,143.65985,Entire home/apt,650.0,3,91,1.47,1,76,13
23296999,Rental unit in Port Fairy  4.89  3  4  1.5,Moyne,-38.38022,142.23328,Entire home/apt,229.0,1,454,6.43,1,93,115
23300576,Home in Anglesea  5.0  1 bedroom  1 bed  1 bath,Surf Coast,-38.42401,144.17332,Entire home/apt,146.0,3,94,1.35,2,112,16
23311895,Home in Queenscliff  4.83  3  4  1 bath,Queenscliffe,-38.26783,144.65751,Entire home/apt,451.0,1,12,0.17,58,316,1
23313037,Cottage in Port Fairy  4.70  3  4  1 bath,Moyne,-38.38658,142.23344,Entire home/apt,252.0,2,20,0.33,112,130,4
23324523,Home in Jan Juc  5.0  4  4  2,Surf Coast,-38.35315,144.29608,Entire home/apt,300.0,2,71,1.03,1,119,0
23327135,Home in Apollo Bay  4.53  3  5  1.5,Colac Otway,-38.74963,143.66102,Entire home/apt,215.0,3,15,0.21,16,59,1
23331397,Home in Newtown  4.98  3  3  2.5,Greater Geelong,-38.15413,144.3478,Entire home/apt,300.0,3,40,0.57,1,0,0
23342137,Farm stay in Killarney  5.0  1 bedroom  1 bed  1 private bath,Moyne,-38.3463,142.33015,Private room,450.0,2,27,0.42,3,326,4
23344893,Home in Apollo Bay  4.86  3  4  1 bath,Colac Otway,-38.74852,143.66687,Entire home/apt,300.0,1,160,2.25,2,18,42
23360213,Rental unit in Port Campbell  4.85  3  3  2,Corangamite,-38.61835,142.99388,Entire home/apt,1110.0,1,73,1.08,17,338,17
23360215,Townhouse in Port Fairy  4.71  4  5  2,Moyne,-38.3781,142.24356,Entire home/apt,501.0,2,7,0.18,112,103,1
23360717,Cottage in Port Fairy  4.79  3  3  2,Moyne,-38.3823,142.23747,Entire home/apt,407.0,2,53,0.78,112,130,7
23377577,Rental unit in Point Lonsdale  4.56  4  4  4.5,Queenscliffe,-38.2859323,144.6142655,Entire home/apt,505.0,2,9,0.14,96,117,1
23380096,Home in Port Fairy  4.30  3  5  2,Moyne,-38.37563,142.23255,Entire home/apt,445.0,1,10,0.17,97,138,0
23401126,Home in Warrnambool  4.98  4  4  2.5,Warrnambool,-38.37105,142.47305,Entire home/apt,297.0,2,262,3.75,1,138,37
23401418,Home in Port Fairy  4.97  2  3  2,Moyne,-38.3881,142.23236,Entire home/apt,220.0,3,116,1.66,1,93,21
23401529,Home in Forrest  4.92  3  4  2,Colac Otway,-38.51811,143.71261,Entire home/apt,400.0,3,37,0.53,1,53,0
23401704,Home in Port Fairy  4.73  2  3  1 bath,Moyne,-38.3796,142.24288,Entire home/apt,261.0,2,11,0.2,112,147,0
23403136,Cottage in Port Fairy  4.95  Studio  1 bed  1 bath,Moyne,-38.38288,142.23946,Entire home/apt,191.0,2,398,5.65,1,274,49
23419180,Home in Port Fairy  5.0  3  3  2,Moyne,-38.39172,142.22441,Entire home/apt,371.0,2,20,0.3,112,100,8
23419459,Cottage in Port Fairy  4.85  3  4  1 bath,Moyne,-38.38655,142.23096,Entire home/apt,248.0,2,39,0.61,112,129,3
23420666,Home in Port Fairy  4.81  3  3  1 bath,Moyne,-38.38654,142.2339,Entire home/apt,259.0,2,27,0.39,112,98,6
23422441,Home in Port Fairy  5.0  4  6  2,Moyne,-38.39102,142.22558,Entire home/apt,372.0,2,6,0.12,112,116,1
